"index","eigenvalues"
"0","45.858434913985548"
"1","19.854981459321579"
"2","25.513184336900924"
"3","15.660531994515232"
"4","11.513590936898822"
"5","9.1924730429305939"
"6","9.3458503612116939"
"7","6.0637654036402893"
"8","16.433894273512976"
"9","2.0435793903416828"
