,0,1,2,3,4,5,6,7,8,9,10
AGH University of Science and Technology,0.721633888048,0.010989010989,0.562363238512,0.375708502024,0.67731629393,0.694255111977,0.895643363728,0.694029850746,0.52380952381,0.126590098565,0.333829857663
Aberystwyth University,0.811901159859,0.254945054945,0.778993435449,0.836437246964,0.67731629393,0.806231742941,0.562310030395,0.621890547264,0.600221483942,0.125972311926,0.333829857663
Adam Mickiewicz University in Poznań,0.889561270802,0.0175824175824,0.408096280088,0.836437246964,0.67731629393,0.650438169426,0.776595744681,1.0,0.627906976744,0.12543876892,0.333829857663
Ain Shams University,0.971255673222,0.00879120879121,0.778993435449,0.836437246964,0.67731629393,0.857838364167,0.849037487335,0.694029850746,0.888150609081,0.124905225913,0.333829857663
Alexandria University,0.980332829047,0.00879120879121,0.525164113786,0.835627530364,0.67731629393,0.952288218111,0.939209726444,0.896144278607,0.888150609081,0.124849063492,0.333829857663
"All India Institute of Medical Sciences, New Delhi",0.864851235502,0.0527472527473,0.778993435449,0.836437246964,0.67731629393,0.857838364167,0.878926038501,0.77736318408,0.815060908084,0.125579174974,0.333829857663
American University of Beirut,0.624810892587,0.0,0.22647702407,0.356275303644,0.67731629393,0.877799415774,0.880445795339,1.0,0.888150609081,0.127544859734,0.333829857663
Amirkabir University of Technology,0.964699949571,0.0263736263736,0.778993435449,0.836437246964,0.67731629393,0.72541382668,0.96757852077,0.77736318408,0.888150609081,0.124933307124,0.333829857663
Ankara University,0.760968229955,0.0153846153846,0.778993435449,0.63967611336,0.67731629393,0.72541382668,0.733029381966,0.621890547264,0.888150609081,0.126309286456,0.333829857663
Aston University,0.717599596571,0.23956043956,0.778993435449,0.545748987854,0.67731629393,0.809152872444,0.896656534954,0.705223880597,0.354374307863,0.126562017354,0.333829857663
Banaras Hindu University,0.676752395361,0.0417582417582,0.514223194748,0.431578947368,0.67731629393,0.728334956183,0.925531914894,0.541044776119,0.888150609081,0.126898991885,0.333829857663
Beijing Institute of Technology,0.787191124559,0.186813186813,0.778993435449,0.836437246964,0.67731629393,0.547711781889,0.974670719352,0.694029850746,0.665559246955,0.12611271798,0.333829857663
Beijing University of Chemical Technology,0.667170953101,0.147252747253,0.778993435449,0.752226720648,0.67731629393,0.571080817916,0.989868287741,1.0,0.259689922481,0.126983235517,0.333829857663
Beijing University of Technology,0.987392839133,0.331868131868,0.778993435449,0.836437246964,0.67731629393,0.771665043817,0.954407294833,0.881218905473,0.633997785161,0.124764819859,0.333829857663
Bilkent University,0.854261220373,0.0285714285714,0.778993435449,0.761943319838,0.67731629393,0.761927945472,0.793819655522,0.881218905473,0.888150609081,0.125635337396,0.333829857663
Blaise Pascal University,0.783661119516,0.16043956044,0.778993435449,0.836437246964,0.635782747604,0.713729308666,0.702127659574,0.651119402985,0.606866002215,0.126168880402,0.333829857663
Boğaziçi University,0.87544125063,0.0307692307692,0.778993435449,0.797570850202,0.67731629393,0.806231742941,0.801418439716,0.621890547264,0.862126245847,0.125494931341,0.333829857663
Brock University,0.877962682804,0.125274725275,0.778993435449,0.836437246964,0.67731629393,0.86270691334,0.744174265451,0.694029850746,0.656699889258,0.125494931341,0.333829857663
Budapest University of Technology and Economics,0.819969742814,0.0175824175824,0.5295404814,0.836437246964,0.67731629393,0.70593962999,0.767477203647,0.896144278607,0.59634551495,0.125888068294,0.333829857663
Cairo University,0.803832576904,0.0,0.640043763676,0.753036437247,0.562300319489,0.678675754625,0.737082066869,0.694029850746,0.888150609081,0.126028474348,0.333829857663
Capital Medical University,0.810892586989,0.2,0.778993435449,0.836437246964,0.67731629393,0.55452775073,0.785207700101,0.694029850746,0.888150609081,0.125944230715,0.333829857663
Carlos III University of Madrid,0.926878466969,0.153846153846,0.778993435449,0.836437246964,0.67731629393,0.636806231743,0.969098277609,1.0,0.37984496124,0.125214119233,0.333829857663
Catholic University of Korea,0.572869389813,0.0879120879121,0.778993435449,0.836437246964,0.67731629393,0.569620253165,0.803444782168,0.896144278607,0.200442967885,0.128022240319,0.333829857663
Central China Normal University,0.594049420071,0.12967032967,0.778993435449,0.836437246964,0.67731629393,0.62317429406,0.855116514691,0.621890547264,0.83665559247,0.127713347,0.333829857663
Chang Gung University,0.581946545638,0.0263736263736,0.778993435449,0.836437246964,0.67731629393,0.339337877313,0.595744680851,1.0,0.862126245847,0.127853753054,0.333829857663
Charles Darwin University,0.931921331316,0.112087912088,0.778993435449,0.836437246964,0.67731629393,0.894839337877,0.725430597771,0.77736318408,0.888150609081,0.125186038022,0.333829857663
Chiang Mai University,0.849722642461,0.00879120879121,0.778993435449,0.822672064777,0.67731629393,0.818403115871,0.737082066869,0.694029850746,0.888150609081,0.125663418607,0.333829857663
China Medical University (PRC),0.988401412002,0.331868131868,0.778993435449,0.836437246964,0.67731629393,0.80282375852,0.736575481256,0.896144278607,0.888150609081,0.124764819859,0.333829857663
China Medical University (Taiwan),0.757438224912,0.0417582417582,0.778993435449,0.836437246964,0.67731629393,0.437682570594,0.689969604863,1.0,0.888150609081,0.126337367667,0.333829857663
China Pharmaceutical University,0.993948562784,0.336263736264,0.778993435449,0.836437246964,0.67731629393,0.864654333009,1.0,1.0,0.606312292359,0.124764819859,0.333829857663
Chongqing University,0.799293998991,0.186813186813,0.778993435449,0.463967611336,0.67731629393,0.648003894839,0.891084093212,0.77736318408,0.798449612403,0.126028474348,0.333829857663
Chosun University,0.862834089763,0.134065934066,0.778993435449,0.836437246964,0.67731629393,0.903602726388,0.989868287741,1.0,0.220930232558,0.125579174974,0.333829857663
Chung Shan Medical University,0.964699949571,0.0769230769231,0.778993435449,0.836437246964,0.67731629393,0.717137293087,0.990881458967,0.77736318408,0.888150609081,0.124933307124,0.333829857663
Chung Yuan Christian University,0.790216843167,0.0461538461538,0.507658643326,0.435627530364,0.67731629393,0.744401168452,0.96757852077,1.0,0.888150609081,0.126140799191,0.333829857663
Chung-Ang University,0.799798285426,0.114285714286,0.778993435449,0.750607287449,0.67731629393,0.63729308666,0.786220871327,0.694029850746,0.273532668882,0.126000393137,0.333829857663
Chungbuk National University,0.822491174987,0.114285714286,0.778993435449,0.836437246964,0.67731629393,0.726387536514,0.87031408308,1.0,0.361572535991,0.125831905872,0.333829857663
City University London,0.521936459909,0.173626373626,0.778993435449,0.172469635628,0.67731629393,0.773612463486,0.873860182371,1.0,0.683277962348,0.128864676645,0.333829857663
Comenius University in Bratislava,0.712556732224,0.0,0.778993435449,0.836437246964,0.67731629393,0.687439143135,0.630699088146,0.705223880597,0.888150609081,0.126618179776,0.333829857663
Cranfield University,0.497730711044,0.169230769231,0.778993435449,0.19028340081,0.67731629393,0.723953261928,0.75430597771,1.0,0.709856035437,0.129707112971,0.333829857663
Czech Technical University in Prague,0.747856782653,0.00879120879121,0.736323851204,0.836437246964,0.67731629393,0.66553067186,0.813069908815,0.516169154229,0.728128460687,0.126393530089,0.333829857663
Dankook University,0.721633888048,0.105494505495,0.778993435449,0.836437246964,0.67731629393,0.866601752678,0.951367781155,0.77736318408,0.198228128461,0.126730504619,0.333829857663
Dokuz Eylül University,0.950075642965,0.0395604395604,0.778993435449,0.836437246964,0.67731629393,0.912852969815,0.945795339412,1.0,0.888150609081,0.125045631968,0.333829857663
Dongguk University,0.539082198689,0.0791208791209,0.778993435449,0.557085020243,0.67731629393,0.913826679649,0.926038500507,1.0,0.106866002215,0.128583864536,0.333829857663
Donghua University,0.698940998487,0.162637362637,0.778993435449,0.836437246964,0.67731629393,0.795520934761,0.96757852077,0.298507462687,0.666112956811,0.126730504619,0.333829857663
Dublin City University,0.836106908724,0.021978021978,0.778993435449,0.836437246964,0.67731629393,0.781888997079,0.956433637285,0.621890547264,0.34496124031,0.12577574345,0.333829857663
East China Normal University,0.632375189107,0.136263736264,0.778993435449,0.55951417004,0.67731629393,0.442551119766,0.635764944276,1.0,0.583056478405,0.127292128837,0.333829857663
Ege University,0.798285426122,0.021978021978,0.778993435449,0.836437246964,0.67731629393,0.725900681597,0.839412360689,0.567786069652,0.888150609081,0.12608463677,0.333829857663
Federal University of ABC,0.978315683308,0.0681318681319,0.778993435449,0.836437246964,0.67731629393,0.913826679649,0.923505572442,0.77736318408,0.888150609081,0.124849063492,0.333829857663
Federal University of Bahia,0.985879979829,0.0703296703297,0.778993435449,0.814574898785,0.67731629393,0.944011684518,0.869807497467,0.77736318408,0.834440753045,0.124820982281,0.333829857663
Federal University of Ceará,0.987392839133,0.0703296703297,0.778993435449,0.821862348178,0.67731629393,0.804284323272,0.823201621074,1.0,0.862126245847,0.124820982281,0.333829857663
Federal University of Paraná,0.937468482098,0.0527472527473,0.778993435449,0.77975708502,0.67731629393,0.692794547225,0.801925025329,1.0,0.833333333333,0.125157956811,0.333829857663
Federal University of Pernambuco,0.945537065053,0.0571428571429,0.778993435449,0.824291497976,0.67731629393,0.735150925024,0.893110435664,1.0,0.435215946844,0.125073713179,0.333829857663
Federal University of Santa Catarina,0.913767019667,0.0417582417582,0.778993435449,0.836437246964,0.67731629393,0.589094449854,0.960486322188,1.0,0.828349944629,0.125298362865,0.333829857663
Federal University of Santa Maria,0.952597075139,0.0571428571429,0.778993435449,0.646153846154,0.67731629393,0.942064264849,0.984802431611,1.0,0.888150609081,0.125045631968,0.333829857663
Federal University of São Carlos,0.938981341402,0.0549450549451,0.778993435449,0.836437246964,0.67731629393,0.684518013632,0.951367781155,1.0,0.834440753045,0.1251298756,0.333829857663
Federico Santa María Technical University,0.971759959657,0.0131868131868,0.778993435449,0.836437246964,0.67731629393,0.942064264849,0.940729483283,0.532960199005,0.621262458472,0.124905225913,0.333829857663
Feng Chia University,0.961674230963,0.0813186813187,0.778993435449,0.646153846154,0.67731629393,0.860272638754,1.0,1.0,0.888150609081,0.124989469546,0.333829857663
Flinders University,0.566313666162,0.0571428571429,0.212253829322,0.836437246964,0.67731629393,0.518500486855,0.582573454914,0.881218905473,0.730343300111,0.128303052428,0.333829857663
Fluminense Federal University,0.889056984367,0.0351648351648,0.778993435449,0.486639676113,0.67731629393,0.769717624148,0.916919959473,0.77736318408,0.888150609081,0.125466850131,0.333829857663
Fourth Military Medical University,0.921331316188,0.263736263736,0.778993435449,0.836437246964,0.67731629393,0.625608568647,0.739108409321,0.77736318408,0.686600221484,0.125242200444,0.333829857663
Fu Jen Catholic University,0.978819969743,0.0835164835165,0.778993435449,0.738461538462,0.67731629393,0.953261927945,0.898682877406,1.0,0.862126245847,0.124877144702,0.333829857663
Fukuoka University,0.829046898638,0.274725274725,0.778993435449,0.836437246964,0.67731629393,0.944011684518,0.873353596758,1.0,0.3715393134,0.125859987083,0.333829857663
Fuzhou University,0.714573877963,0.167032967033,0.778993435449,0.653441295547,0.67731629393,0.734664070107,0.989868287741,0.642412935323,0.397563676633,0.126618179776,0.333829857663
"G. d'Annunzio University, Chieti-Pescara",0.741805345436,0.173626373626,0.778993435449,0.836437246964,0.67731629393,0.72005842259,0.600303951368,0.881218905473,0.888150609081,0.1264216113,0.333829857663
Gazi University,0.881492687847,0.032967032967,0.778993435449,0.756275303644,0.67731629393,0.724440116845,0.957446808511,0.77736318408,0.888150609081,0.125466850131,0.333829857663
